cluster_id,gaia_name,radius_deg,disp_p02_3,disp_p15_9,disp_p50,disp_p84_1,disp_p97_7,rot_p02_3,rot_p15_9,rot_p50,rot_p84_1,rot_p97_7,rot_extra,source_file
NGC6440,NGC_6440,0.0,0.224561,0.264499,0.339523,0.441952,0.623487,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0005,0.224408,0.263182,0.336433,0.43496,0.609775,-0.00753062,-0.00567347,-0.00391169,-0.00229781,-0.000590631,-0.00230344,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.001,0.224103,0.262239,0.333018,0.428455,0.596746,-0.0150485,-0.0113372,-0.00781753,-0.00459132,-0.00118119,-0.00459306,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0015,0.223827,0.261519,0.329584,0.421687,0.583575,-0.022541,-0.0169814,-0.0117134,-0.00687581,-0.00177159,-0.00685531,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.002,0.2238,0.261042,0.326967,0.41501,0.570293,-0.0299952,-0.0225963,-0.0155927,-0.00915035,-0.00236512,-0.00907718,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0025,0.223197,0.26017,0.323852,0.408866,0.556622,-0.0373976,-0.0281722,-0.0194503,-0.0114052,-0.00296264,-0.0112464,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.003,0.222772,0.25884,0.320496,0.402133,0.543233,-0.0447341,-0.0337023,-0.023276,-0.0136333,-0.00356433,-0.0133519,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0035,0.222089,0.257848,0.316916,0.395706,0.528625,-0.0519926,-0.0391792,-0.0270546,-0.0158541,-0.00416813,-0.0153834,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.004,0.22153,0.256518,0.31369,0.388923,0.514716,-0.05916,-0.0445905,-0.0308018,-0.0180512,-0.00475058,-0.0173321,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0045,0.221285,0.255169,0.310953,0.38185,0.500064,-0.0662234,-0.0499175,-0.0345229,-0.0202187,-0.00532783,-0.0191908,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.005,0.220917,0.253908,0.307797,0.375949,0.485049,-0.0731736,-0.0551573,-0.0381897,-0.0223433,-0.00589923,-0.0209534,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0055,0.220688,0.252876,0.304042,0.369153,0.470346,-0.0799963,-0.0603125,-0.0417277,-0.0244294,-0.00646369,-0.0226154,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.006,0.219928,0.251746,0.30167,0.36187,0.458152,-0.0866777,-0.065404,-0.045223,-0.0264845,-0.00702022,-0.0241735,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0065,0.219392,0.250685,0.298033,0.354807,0.444811,-0.0932049,-0.0703968,-0.0486446,-0.0285121,-0.00756865,-0.0256259,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.007,0.218823,0.249588,0.294745,0.348973,0.432179,-0.0995937,-0.0752258,-0.0520073,-0.0304968,-0.00810829,-0.0269719,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0075,0.218059,0.248371,0.291232,0.342273,0.420286,-0.105832,-0.0799355,-0.0552525,-0.0323014,-0.0085984,-0.028212,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.008,0.2176,0.24712,0.287796,0.33602,0.408142,-0.111837,-0.0845205,-0.0583901,-0.0341579,-0.00903787,-0.0293476,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0085,0.217053,0.245655,0.284533,0.330232,0.397262,-0.117636,-0.0888817,-0.061428,-0.03589,-0.00945146,-0.030381,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.009,0.216432,0.244149,0.28173,0.324597,0.38554,-0.123198,-0.0929872,-0.0644063,-0.0375587,-0.00983755,-0.031315,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0095,0.215339,0.242759,0.27835,0.320025,0.374421,-0.128411,-0.0969984,-0.0671812,-0.0391954,-0.0102279,-0.0321534,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.01,0.21386,0.241013,0.275268,0.314747,0.366004,-0.133499,-0.100874,-0.0697951,-0.0407818,-0.0106071,-0.0329,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0105,0.212897,0.23926,0.272668,0.310117,0.357767,-0.138359,-0.10461,-0.0723801,-0.0424123,-0.0109618,-0.0335592,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.011,0.212027,0.237709,0.269119,0.305651,0.350926,-0.142992,-0.108189,-0.074701,-0.0438109,-0.0112927,-0.0341357,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0115,0.210891,0.235828,0.265501,0.301585,0.344845,-0.147352,-0.111607,-0.0770021,-0.045093,-0.0118469,-0.0346341,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.012,0.208883,0.233959,0.262729,0.297449,0.336636,-0.151427,-0.11463,-0.0791162,-0.0463387,-0.0125567,-0.0350593,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0125,0.208214,0.23192,0.259909,0.292923,0.329892,-0.154939,-0.117523,-0.0810455,-0.0474933,-0.0131546,-0.0354161,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.013,0.206912,0.229777,0.257305,0.289572,0.323732,-0.158183,-0.120095,-0.0827791,-0.0484869,-0.0130644,-0.0357091,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0135,0.205461,0.227516,0.254356,0.285415,0.318576,-0.161202,-0.12235,-0.0844204,-0.0495945,-0.0129016,-0.0359431,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.014,0.204216,0.225656,0.252247,0.281986,0.313112,-0.163875,-0.124353,-0.0859057,-0.050282,-0.0126756,-0.0361225,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0145,0.202714,0.224158,0.250099,0.278549,0.309159,-0.166585,-0.12621,-0.087114,-0.0509428,-0.0127834,-0.0362516,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.015,0.20212,0.222465,0.247705,0.275143,0.305859,-0.168776,-0.127946,-0.0883233,-0.0516541,-0.0128549,-0.0363345,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0155,0.201293,0.221016,0.245299,0.271568,0.3021,-0.170313,-0.12918,-0.0893014,-0.0522154,-0.0128923,-0.0363753,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.016,0.200721,0.219973,0.243186,0.268797,0.299139,-0.171534,-0.130311,-0.089836,-0.0523891,-0.012672,-0.0363775,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0165,0.200334,0.218489,0.241041,0.265639,0.294799,-0.17267,-0.131001,-0.0902379,-0.0523914,-0.0121856,-0.0363447,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.017,0.19948,0.217337,0.239071,0.262715,0.291657,-0.173426,-0.131235,-0.0903577,-0.052255,-0.0120522,-0.0362801,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0175,0.198341,0.21618,0.236995,0.259634,0.288684,-0.173588,-0.131072,-0.0902348,-0.0518192,-0.0121339,-0.0361868,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.018,0.197915,0.214836,0.235015,0.257188,0.284634,-0.173199,-0.130948,-0.0902011,-0.0515569,-0.0122546,-0.0360676,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0185,0.196809,0.213287,0.233229,0.254499,0.282128,-0.172756,-0.130826,-0.0898595,-0.0513987,-0.0114843,-0.0359252,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.019,0.196091,0.211765,0.231094,0.252276,0.278739,-0.172309,-0.130064,-0.0894581,-0.0511589,-0.0116413,-0.035762,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0195,0.195255,0.210383,0.229335,0.249958,0.275433,-0.171221,-0.12924,-0.0884735,-0.0505884,-0.0110529,-0.0355802,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.02,0.194568,0.209141,0.227553,0.247311,0.273039,-0.169776,-0.128163,-0.0873436,-0.0501422,-0.0101671,-0.0353819,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0205,0.193924,0.207851,0.225682,0.24496,0.269787,-0.167965,-0.126677,-0.0863957,-0.0494843,-0.00929893,-0.0351691,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.021,0.193235,0.206744,0.223926,0.242728,0.267121,-0.1656,-0.125281,-0.0853914,-0.0487982,-0.00820503,-0.0349434,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0215,0.19213,0.205258,0.222072,0.240084,0.264278,-0.163463,-0.123545,-0.0841647,-0.04766,-0.00715029,-0.0347064,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.022,0.191071,0.204176,0.22034,0.237949,0.261352,-0.161306,-0.121346,-0.0825965,-0.0467515,-0.00681714,-0.0344597,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0225,0.190002,0.202738,0.218508,0.236034,0.258227,-0.158215,-0.119022,-0.0809254,-0.0457371,-0.00698789,-0.0342045,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.023,0.189236,0.201555,0.216585,0.234038,0.256011,-0.155342,-0.116666,-0.0789733,-0.0445755,-0.0064346,-0.0339422,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0235,0.188149,0.200244,0.214819,0.232055,0.253322,-0.152186,-0.114059,-0.0766857,-0.0429821,-0.00590674,-0.0336737,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.024,0.187434,0.199162,0.21306,0.230295,0.250517,-0.148323,-0.111417,-0.0745204,-0.0419661,-0.00455835,-0.0334001,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0245,0.186331,0.197815,0.21154,0.228306,0.247437,-0.144032,-0.10836,-0.0725502,-0.0403236,-0.00356893,-0.0331222,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.025,0.185098,0.19661,0.210033,0.226474,0.244578,-0.14026,-0.105229,-0.0701144,-0.0386305,-0.00209314,-0.0328411,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0255,0.183743,0.195147,0.208642,0.224807,0.241875,-0.136433,-0.102331,-0.0678568,-0.0371577,-8.33837e-05,-0.0325573,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.026,0.182547,0.194007,0.207093,0.222712,0.239148,-0.131374,-0.0994757,-0.065668,-0.0351258,-0.00013515,-0.0322715,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0265,0.181334,0.192592,0.205549,0.220913,0.237424,-0.127797,-0.0958143,-0.0631007,-0.033228,0.0014573,-0.0319844,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.027,0.179988,0.191191,0.204051,0.2192,0.236291,-0.123505,-0.092682,-0.0607755,-0.0308331,0.00262215,-0.0316965,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0275,0.178886,0.189911,0.202508,0.217568,0.234837,-0.119232,-0.0891843,-0.0584163,-0.0291262,0.00407038,-0.0314083,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.028,0.177466,0.188479,0.200928,0.216141,0.233178,-0.115682,-0.0856351,-0.0555202,-0.0272734,0.00544636,-0.0311202,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0285,0.176036,0.187221,0.199726,0.214782,0.231039,-0.111413,-0.082179,-0.0526614,-0.0249936,0.0076267,-0.0308327,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.029,0.175176,0.18598,0.19827,0.213147,0.229571,-0.10736,-0.0791523,-0.0499912,-0.0225575,0.00931192,-0.0305461,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0295,0.173608,0.184593,0.19707,0.211723,0.227301,-0.10449,-0.0754465,-0.0468279,-0.0202159,0.011565,-0.0302607,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.03,0.171995,0.18334,0.195593,0.210284,0.226169,-0.101011,-0.0721286,-0.0439816,-0.0173347,0.0139466,-0.0299768,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0305,0.170332,0.182,0.194332,0.209095,0.22457,-0.0971245,-0.0685094,-0.0404182,-0.0143581,0.0166696,-0.0296946,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.031,0.169013,0.18079,0.192941,0.207604,0.223634,-0.0922762,-0.0648348,-0.0372582,-0.0115335,0.0193797,-0.0294143,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0315,0.167628,0.179429,0.191811,0.206169,0.223104,-0.0884557,-0.0612371,-0.0343584,-0.00816253,0.0215577,-0.0291362,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.032,0.165899,0.17809,0.190645,0.20512,0.221718,-0.0845787,-0.0584488,-0.030765,-0.00474104,0.023332,-0.0288605,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0325,0.16475,0.176648,0.189101,0.204024,0.220628,-0.0807277,-0.0554722,-0.0276367,-0.00137898,0.0261778,-0.0285872,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.033,0.163494,0.175184,0.187799,0.203153,0.220014,-0.07749,-0.052776,-0.0245714,0.0019799,0.0294048,-0.0283165,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0335,0.162007,0.173816,0.186681,0.202357,0.219639,-0.0746453,-0.0493506,-0.0212653,0.00533494,0.0335737,-0.0280485,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.034,0.160408,0.172399,0.185341,0.20169,0.219292,-0.0719691,-0.046096,-0.0180246,0.00845046,0.0374941,-0.0277833,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0345,0.159092,0.171235,0.184183,0.200896,0.218631,-0.0687977,-0.0432214,-0.0148922,0.0120611,0.0410308,-0.0275209,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.035,0.157533,0.169876,0.18297,0.200318,0.218151,-0.0666123,-0.0405168,-0.0114374,0.0155032,0.0445284,-0.0272615,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0355,0.156432,0.168364,0.181893,0.19986,0.217831,-0.0645514,-0.0375876,-0.00842873,0.0190544,0.0480347,-0.0270052,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.036,0.154697,0.167167,0.180989,0.199346,0.217478,-0.0617931,-0.0348878,-0.00531378,0.0226267,0.0515966,-0.0267518,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0365,0.153011,0.16589,0.180097,0.198912,0.21729,-0.0587669,-0.032101,-0.00242961,0.0260529,0.055481,-0.0265016,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.037,0.15163,0.16462,0.179198,0.198276,0.217041,-0.0567338,-0.0290072,0.000450666,0.0292352,0.0594208,-0.0262544,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0375,0.149609,0.163106,0.178373,0.197773,0.216798,-0.0550375,-0.0264995,0.00360687,0.0332525,0.0627193,-0.0260103,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.038,0.147412,0.161544,0.177696,0.197135,0.21636,-0.0531166,-0.0240954,0.00697023,0.036852,0.0665695,-0.0257694,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0385,0.145288,0.160441,0.177001,0.196836,0.215975,-0.0518507,-0.0219094,0.00974239,0.0405455,0.0708233,-0.0255316,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.039,0.14335,0.158916,0.176294,0.196564,0.215831,-0.0501868,-0.0198231,0.0125312,0.044372,0.0755006,-0.025297,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0395,0.142086,0.157667,0.175688,0.19621,0.215808,-0.0491269,-0.0177903,0.0155258,0.0482092,0.0792139,-0.0250655,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.04,0.140391,0.156455,0.174915,0.195986,0.215771,-0.0483127,-0.015895,0.0181102,0.0519723,0.0831881,-0.0248371,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0405,0.138613,0.15525,0.17442,0.195682,0.215622,-0.0467945,-0.0138779,0.0208659,0.0552987,0.0873002,-0.0246118,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.041,0.136516,0.154253,0.173966,0.195467,0.215579,-0.0452881,-0.0121251,0.0236468,0.058902,0.0917498,-0.0243895,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0415,0.135006,0.153147,0.173494,0.195264,0.215464,-0.0436022,-0.0100792,0.0261028,0.062312,0.0963284,-0.0241704,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.042,0.133962,0.151891,0.173172,0.195028,0.215444,-0.0424483,-0.00838124,0.0287394,0.0656415,0.100362,-0.0239542,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0425,0.132422,0.150907,0.172904,0.19488,0.215426,-0.0417172,-0.00627675,0.0309967,0.0686603,0.104784,-0.0237411,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.043,0.130786,0.150015,0.172493,0.194719,0.215408,-0.0411263,-0.0045316,0.0330325,0.0715031,0.10826,-0.0235309,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0435,0.129082,0.149356,0.172162,0.194572,0.21501,-0.0399614,-0.00299653,0.035204,0.0743601,0.112532,-0.0233237,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.044,0.127475,0.148579,0.171792,0.194491,0.214949,-0.0396619,-0.00206268,0.0370429,0.0769563,0.115848,-0.0231194,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0445,0.126119,0.147853,0.171517,0.194376,0.214897,-0.038645,-0.00122761,0.0390347,0.0796631,0.11911,-0.022918,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.045,0.125197,0.147304,0.171113,0.1943,0.214854,-0.0376308,0.000194976,0.0408237,0.0818061,0.121777,-0.0227194,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0455,0.124358,0.146607,0.170881,0.194172,0.21483,-0.0368389,0.00117224,0.0425522,0.0836547,0.124791,-0.0225237,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.046,0.123417,0.146102,0.170687,0.194029,0.214828,-0.0360383,0.00214771,0.044173,0.0859321,0.127276,-0.0223307,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0465,0.12251,0.145824,0.170515,0.193921,0.214827,-0.0353177,0.00301448,0.0455252,0.0877646,0.129861,-0.0221404,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.047,0.121714,0.145461,0.170385,0.193883,0.214826,-0.0346226,0.00393495,0.0466952,0.0895658,0.132004,-0.0219528,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0475,0.121031,0.145327,0.170287,0.193862,0.214825,-0.0342031,0.00470775,0.0478038,0.0909296,0.13395,-0.0217679,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.048,0.120465,0.145005,0.170212,0.193834,0.214825,-0.0338768,0.00524517,0.0487595,0.0920659,0.135331,-0.0215856,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0485,0.120019,0.144747,0.170148,0.193819,0.214824,-0.0336716,0.00571074,0.0492961,0.0929708,0.136268,-0.0214059,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.049,0.119697,0.144509,0.170078,0.193817,0.214824,-0.0335829,0.00588071,0.0497406,0.0936729,0.136947,-0.0212287,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.0495,0.119502,0.144376,0.170021,0.193816,0.214824,-0.0335286,0.00607046,0.0500199,0.0940769,0.137358,-0.0210541,profiles/NGC_6440.txt
NGC6440,NGC_6440,0.05,0.119411,0.144319,0.169992,0.193816,0.214824,-0.0335102,0.00619978,0.0500872,0.0942255,0.137496,-0.0208819,profiles/NGC_6440.txt
NGC6441,NGC_6441,0.0,0.213623,0.267777,0.33101,0.431412,0.619117,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.001,0.212774,0.265479,0.326407,0.423375,0.604424,-0.00341885,-0.00226313,-0.00125545,-0.000212598,0.000779129,-0.000529831,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.002,0.212491,0.263277,0.322095,0.416087,0.588803,-0.00683231,-0.00452273,-0.00250839,-0.000424053,0.00155668,-0.00105669,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.003,0.21192,0.261268,0.317752,0.408609,0.572946,-0.010235,-0.00677535,-0.00375632,-0.000633237,0.00233106,-0.00157766,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.004,0.211555,0.259065,0.313059,0.400484,0.556901,-0.0136215,-0.00901651,-0.00499674,-0.000843007,0.0031007,-0.00208992,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.005,0.211014,0.256821,0.308838,0.392134,0.540682,-0.0169865,-0.011242,-0.00622713,-0.00105328,0.00386401,-0.00259084,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.006,0.210087,0.254482,0.304434,0.383827,0.52424,-0.0203246,-0.0134481,-0.00744501,-0.00126436,0.00461941,-0.00307795,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.007,0.209739,0.252364,0.300098,0.375458,0.50774,-0.0236276,-0.0156301,-0.00865899,-0.00147468,0.00536532,-0.00354904,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.008,0.209408,0.249976,0.29565,0.366952,0.491682,-0.0268867,-0.0177907,-0.00986751,-0.00167673,0.00610015,-0.00400217,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.009,0.209049,0.247222,0.291139,0.358765,0.475329,-0.030099,-0.0199175,-0.011053,-0.00187534,0.00682233,-0.00443566,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.01,0.208285,0.244838,0.286793,0.350786,0.45904,-0.0332589,-0.0220074,-0.0122167,-0.00207828,0.00753028,-0.00484815,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.011,0.207892,0.242272,0.282001,0.342837,0.442859,-0.0363606,-0.0240798,-0.0133676,-0.00228095,0.0082224,-0.00523855,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.012,0.207352,0.239917,0.277416,0.334035,0.427113,-0.0393949,-0.0261152,-0.0144886,-0.00247427,0.00889713,-0.00560608,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.013,0.206569,0.237589,0.273026,0.325948,0.410977,-0.0423563,-0.0280942,-0.015585,-0.00265614,0.00955287,-0.00595024,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.014,0.206028,0.235221,0.268492,0.318303,0.394982,-0.0452405,-0.0300497,-0.0166624,-0.00283218,0.010188,-0.00627076,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.015,0.204238,0.232617,0.264005,0.310931,0.38096,-0.0480622,-0.0319263,-0.0177025,-0.003009,0.0108225,-0.00656766,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.016,0.203684,0.230017,0.259615,0.303439,0.367559,-0.050793,-0.0337469,-0.0187299,-0.00321804,0.0114774,-0.00684113,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.017,0.202274,0.2277,0.255224,0.296133,0.35378,-0.0534242,-0.0355318,-0.0197155,-0.00344687,0.0121037,-0.00709157,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.018,0.2011,0.22492,0.250873,0.28917,0.34094,-0.0559566,-0.0372193,-0.0207047,-0.00358502,0.0127128,-0.00731955,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.019,0.19967,0.222514,0.246701,0.281938,0.327578,-0.0583844,-0.0388539,-0.0216426,-0.00370492,0.0133041,-0.00752575,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.02,0.198147,0.219564,0.242711,0.274677,0.315995,-0.0607018,-0.0404322,-0.0225146,-0.0038429,0.0138769,-0.00771098,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.021,0.195986,0.216669,0.238811,0.268322,0.307021,-0.0629029,-0.0419679,-0.0233433,-0.0039711,0.0144301,-0.00787614,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.022,0.194469,0.213904,0.234947,0.261953,0.296406,-0.064982,-0.0433428,-0.024133,-0.00406744,0.0149626,-0.00802217,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.023,0.192255,0.210969,0.230963,0.255727,0.287512,-0.0669331,-0.0446564,-0.0248843,-0.00415209,0.0154736,-0.00815008,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.024,0.189678,0.207945,0.227107,0.24984,0.27905,-0.0687464,-0.0459055,-0.0255615,-0.00423142,0.0159597,-0.00826088,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.025,0.186849,0.204964,0.222959,0.243964,0.270753,-0.070461,-0.0470662,-0.0261836,-0.00436305,0.0164216,-0.00835562,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.026,0.184199,0.201664,0.219297,0.238112,0.263096,-0.0721375,-0.0480931,-0.026749,-0.00451306,0.0168156,-0.00843532,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.027,0.180426,0.198689,0.215508,0.232843,0.256495,-0.0734086,-0.0491214,-0.0272108,-0.00464525,0.0171246,-0.008501,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.028,0.178131,0.195307,0.211677,0.228239,0.249566,-0.0745553,-0.0499983,-0.0276494,-0.00473908,0.0173952,-0.00855364,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.029,0.175919,0.191904,0.207981,0.223975,0.243538,-0.0756158,-0.0507489,-0.0281321,-0.00473438,0.0176235,-0.00859422,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.03,0.173325,0.188882,0.204512,0.219781,0.238289,-0.0767176,-0.0514958,-0.0284842,-0.00469251,0.0178104,-0.00862366,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.031,0.170706,0.185755,0.200953,0.215586,0.233419,-0.0777935,-0.0520399,-0.0286846,-0.00470321,0.0180208,-0.00864284,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.032,0.168495,0.182852,0.197489,0.211927,0.229283,-0.0782989,-0.0525206,-0.0289845,-0.00474379,0.0183456,-0.00865261,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.033,0.16575,0.179868,0.194187,0.208626,0.225115,-0.0787873,-0.0529207,-0.029239,-0.00474862,0.0185244,-0.00865376,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.034,0.163079,0.176941,0.190846,0.204827,0.220984,-0.0791954,-0.0532228,-0.029313,-0.00455465,0.0185528,-0.00864706,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.035,0.160183,0.174009,0.187614,0.201612,0.217305,-0.0793472,-0.0534607,-0.0293533,-0.00458169,0.0185625,-0.0086332,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.036,0.157777,0.170988,0.184332,0.198395,0.213629,-0.0796823,-0.0534978,-0.0293862,-0.00454729,0.0189353,-0.00861285,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.037,0.154802,0.167887,0.180987,0.195236,0.209881,-0.0795479,-0.0535031,-0.0293305,-0.00458496,0.0188037,-0.00858663,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.038,0.152742,0.164977,0.177786,0.19214,0.206392,-0.0797234,-0.0533197,-0.0292208,-0.00456641,0.0188919,-0.00855511,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.039,0.149888,0.162128,0.1747,0.18903,0.203255,-0.0793614,-0.0530503,-0.0289332,-0.00435231,0.0189524,-0.00851883,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.04,0.147123,0.159189,0.17172,0.186004,0.200347,-0.0790783,-0.0527282,-0.0288166,-0.00406638,0.0189958,-0.00847827,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.041,0.14456,0.156384,0.168732,0.182935,0.197519,-0.0786602,-0.0524514,-0.0285746,-0.0037648,0.0193743,-0.00843391,profiles/NGC_6441.txt
NGC6441,NGC_6441,0.042,0.142021,0.153749,0.16575,0.18006,0.19474,-0.0775578,-0.0519884,-0.0282464,-0.00354641,0.0191439,-0.00838616,profiles/NGC_6441.txt
