cluster_id,hacks_bin,hacks_n_stars,radius_arcsec,hst_sigma_pm_masyr,hst_sigma_pm_err_masyr,gaia_sigma_pm_masyr,gaia_sigma_pm_err_masyr,sigma_diff_masyr,delta_frac,z_raw,z_corrected,hst_sigma_radial_masyr,hst_sigma_radial_err_masyr,hst_sigma_tangential_masyr,hst_sigma_tangential_err_masyr,hst_beta_pm,median_gaia_density_arcmin2,n_apogee_rows
NGC5897,2,59,40.565,0.061,0.005,0.0485997248949184,0.0077305280197994,-0.0124002751050816,-0.203283198443961,-1.34689308043518,-0.881896421935366,0.058,0.007,0.067,0.008,-0.334423305588585,102.15,0
NGC5897,3,59,53.2912,0.057,0.005,0.0459488135432047,0.0073627448267216,-0.0110511864567953,-0.193880464154304,-1.24170625423619,-0.819919026403243,0.064,0.008,0.048,0.007,0.4375,102.15,0
NGC5897,4,59,63.0149,0.058,0.005,0.0440872098195589,0.0073298715543767,-0.0139127901804411,-0.239875692766226,-1.5680226706547,-1.03621817707464,0.057,0.007,0.056,0.007,0.0347799322868574,102.15,0
NGC5897,5,58,79.0089,0.055,0.005,0.0414316474883661,0.0073757959775763,-0.0135683525116339,-0.246697318393344,-1.52268614333584,-1.00513805150287,0.051,0.007,0.059,0.007,-0.338331410995771,102.15,0
NGC5904,4,214,17.9793,0.217,0.007,0.225204243558963,0.030247893796789,0.0082042435589632,0.037807574004439,0.264249790794647,0.264249790794647,0.218,0.011,0.213,0.01,0.0453455096372358,94.59,0
NGC5904,5,239,21.7856,0.216,0.007,0.223139752848303,0.0293531980439607,0.0071397528483032,0.0330544113347371,0.236601184551025,0.236601184551025,0.212,0.01,0.218,0.01,-0.0574047703809184,94.59,0
NGC5904,6,239,25.5341,0.21,0.007,0.221432866595294,0.0286134786190959,0.0114328665952943,0.0544422218823539,0.388116887325827,0.388116887325827,0.213,0.01,0.207,0.01,0.0555445348145209,94.59,0
NGC5904,7,239,29.4589,0.203,0.007,0.219895677657792,0.0279473015292325,0.0168956776577923,0.0832299392009472,0.586439281998575,0.586439281998575,0.207,0.01,0.2,0.009,0.0664892996335968,94.59,0
NGC5904,8,239,33.4017,0.21,0.007,0.217637450153839,0.0270165260809511,0.007637450153839,0.0363688102563765,0.273658900175356,0.273658900175356,0.206,0.01,0.213,0.01,-0.0691158450372327,94.59,0
NGC5904,9,239,38.2157,0.204,0.007,0.215052016545244,0.0259560865447261,0.0110520165452442,0.0541765516923737,0.411108978638988,0.411108978638988,0.204,0.01,0.206,0.01,-0.0197039600153788,94.59,0
NGC5904,10,239,42.7223,0.21,0.007,0.212911412063205,0.0250780977939694,0.0029114120632051,0.0138638669676436,0.11181944701317,0.11181944701317,0.195,0.009,0.224,0.011,-0.319552925706772,94.59,0
NGC5904,11,239,47.0507,0.199,0.007,0.210792808863936,0.0241659510618446,0.0117928088639357,0.0592603460499279,0.468724592854246,0.468724592854246,0.202,0.01,0.197,0.009,0.0488922654641702,94.59,0
NGC5904,12,239,51.76,0.198,0.007,0.208392792021711,0.0230891267049609,0.0103927920217112,0.0524888485945009,0.430755208521501,0.430755208521501,0.2,0.009,0.198,0.009,0.0199000000000001,94.59,0
NGC5904,13,238,56.6481,0.208,0.007,0.206122374732607,0.0220704502547859,-0.0018776252673933,-0.0090270445547754,-0.0810931337372938,-0.0810931337372938,0.213,0.01,0.203,0.01,0.091692565408098,94.59,0
NGC5904,14,238,61.8028,0.201,0.007,0.203715397169588,0.0209932682728118,0.002715397169588,0.0135094386546668,0.122704540122999,0.122704540122999,0.203,0.009,0.199,0.009,0.039020602295615,94.59,0
NGC5904,15,238,68.3356,0.203,0.007,0.20045470121691,0.0195396670388325,-0.0025452987830898,-0.0125384176506889,-0.122631385302727,-0.122631385302727,0.202,0.01,0.201,0.01,0.0098764826977747,94.59,0
NGC5904,16,238,74.3174,0.195,0.006,0.197731642991617,0.0183257418971053,0.0027316429916169,0.0140084255980354,0.141660927621373,0.141660927621373,0.199,0.009,0.191,0.009,0.0787858892452212,94.59,0
NGC5904,17,238,81.908,0.192,0.007,0.193964683791624,0.0168840971638217,0.0019646837916235,0.0102327280813725,0.107491010266918,0.107491010266918,0.2,0.01,0.185,0.009,0.144375,94.59,0
NGC5904,18,238,91.1232,0.189,0.006,0.189704068711254,0.01527042390549,0.0007040687112542,0.0037252312764773,0.0429130056909443,0.0429130056909443,0.193,0.009,0.184,0.009,0.0910896936830521,94.59,0
NGC5904,19,238,104.368,0.185,0.006,0.183686738082106,0.0129334810883614,-0.0013132619178941,-0.0070987130696983,-0.0921105631168318,-0.0921105631168318,0.184,0.009,0.188,0.009,-0.0439508506616257,94.59,0
NGC5927,1,88,6.8315,0.163,0.009,0.166894558822426,0.0253560969035403,0.0038945588224261,0.0238929989105899,0.144746971386217,0.144746971386217,0.153,0.012,0.174,0.014,-0.293348712033833,107.0,0
NGC5927,2,224,14.5631,0.153,0.005,0.16446223442646,0.0223740713305453,0.01146223442646,0.0749165648788237,0.499967752082192,0.499967752082192,0.154,0.008,0.153,0.007,0.0129448473604319,107.0,0
NGC5927,3,224,21.5814,0.157,0.005,0.162049009807666,0.0202881303173514,0.0050490098076656,0.0321592981379976,0.241635230310187,0.241635230310187,0.157,0.008,0.158,0.008,-0.0127794231003286,107.0,0
NGC5927,4,224,26.7515,0.145,0.005,0.160186104281499,0.0187547871081859,0.0151861042814993,0.104731753665512,0.78239188191487,0.78239188191487,0.147,0.007,0.143,0.007,0.0536813364801704,107.0,0
NGC5927,5,224,31.0793,0.154,0.005,0.158760734494863,0.0174699517053657,0.0047607344948632,0.0309138603562547,0.261990742076176,0.261990742076176,0.16,0.008,0.145,0.007,0.1787109375,107.0,0
NGC5927,6,223,35.9658,0.151,0.005,0.157334284423091,0.016145619760573,0.0063342844230907,0.041948903464177,0.374763126181993,0.374763126181993,0.146,0.007,0.157,0.008,-0.156361418652655,107.0,0
NGC5927,7,223,41.0518,0.15,0.005,0.15589218770009,0.0150870944354106,0.0058921877000897,0.0392812513339313,0.370716868602114,0.370716868602114,0.142,0.007,0.157,0.008,-0.222426105931363,107.0,0
NGC5927,8,223,45.7575,0.151,0.005,0.154412867125232,0.0139499759252909,0.0034128671252319,0.0226017690412714,0.23030395928999,0.23030395928999,0.161,0.008,0.142,0.007,0.222097912889163,107.0,0
NGC5927,9,223,50.7227,0.147,0.005,0.152834565547774,0.0127991324001646,0.0058345655477735,0.0396909220936975,0.424606920154509,0.424606920154509,0.142,0.007,0.153,0.007,-0.160930370958143,107.0,0
NGC5927,10,223,55.6653,0.143,0.005,0.151286816500773,0.0117745602762727,0.0082868165007729,0.057949765739671,0.647802513631182,0.647802513631182,0.149,0.008,0.136,0.007,0.166884374577722,107.0,0
NGC5927,11,223,60.8751,0.157,0.006,0.149656908274168,0.0108531075899761,-0.0073430917258322,-0.0467712848779121,-0.59212716179486,-0.59212716179486,0.16,0.008,0.154,0.007,0.07359375,107.0,0
NGC5927,12,223,66.5802,0.15,0.005,0.147763080623119,0.0100956179010352,-0.0022369193768812,-0.0149127958458746,-0.198555870576497,-0.198555870576497,0.156,0.008,0.144,0.007,0.14792899408284,107.0,0
NGC5927,13,223,72.1609,0.15,0.005,0.146063483753561,0.009442106134272,-0.0039365162464388,-0.0262434416429254,-0.368440771416961,-0.368440771416961,0.148,0.007,0.153,0.007,-0.0687089116143171,107.0,0
NGC5927,14,223,78.1722,0.139,0.005,0.144395876658509,0.0088924302330203,0.0053958766585086,0.0388192565360333,0.528917754951644,0.528917754951644,0.141,0.007,0.138,0.007,0.0421004979628788,107.0,0
NGC5927,15,223,85.5987,0.135,0.005,0.142554592970782,0.0083099574218655,0.0075545929707819,0.0559599479317182,0.778967288432902,0.778967288432902,0.137,0.007,0.134,0.007,0.0433161063455699,107.0,0
NGC5927,16,223,93.6304,0.145,0.005,0.140887960340999,0.0076348961625031,-0.0041120396590013,-0.0283588942000092,-0.450564104525683,-0.450564104525683,0.146,0.007,0.144,0.007,0.0272096078063427,107.0,0
NGC5927,17,223,106.5675,0.141,0.005,0.138463229928463,0.0067280147896881,-0.0025367700715367,-0.0179912771030977,-0.302627175204787,-0.302627175204787,0.145,0.007,0.136,0.007,0.120285374554102,107.0,0
NGC5986,1,124,7.1035,0.158,0.008,0.159319694057346,0.0297844081032026,0.0013196940573456,0.0083524940338335,0.0427915153878011,0.0427915153878011,0.174,0.012,0.146,0.011,0.295943982031972,100.7,0
NGC5986,2,213,13.9689,0.147,0.006,0.155438463143838,0.0269293794280556,0.0084384631438383,0.0574045111825739,0.305855574008961,0.305855574008961,0.149,0.008,0.146,0.008,0.0398630692311157,100.7,0
NGC5986,3,212,19.1283,0.157,0.006,0.152807675463171,0.0251421631041224,-0.0041923245368294,-0.0267027040562388,-0.162190323423724,-0.162190323423724,0.144,0.008,0.171,0.009,-0.41015625,100.7,0
NGC5986,4,212,24.1882,0.144,0.005,0.149963240969579,0.0233360501225622,0.005963240969579,0.0414113956220768,0.249866673494995,0.249866673494995,0.129,0.007,0.158,0.008,-0.500150231356289,100.7,0
NGC5986,5,212,28.0491,0.148,0.006,0.147389197140427,0.0223320999260233,-0.0006108028595728,-0.0041270463484652,-0.0264141570863793,-0.0264141570863793,0.16,0.009,0.134,0.007,0.29859375,100.7,0
NGC5986,6,212,31.7945,0.146,0.006,0.145139021281323,0.0215937603176902,-0.0008609787186766,-0.0058971145114837,-0.0384162475589916,-0.0384162475589916,0.155,0.008,0.137,0.008,0.218772112382934,100.7,0
NGC5986,7,212,35.9506,0.144,0.005,0.142840628735349,0.0209979243727751,-0.001159371264651,-0.0080511893378546,-0.0537118607572883,-0.0537118607572883,0.148,0.008,0.14,0.007,0.105186267348429,100.7,0
NGC5986,8,212,39.8394,0.139,0.005,0.140814278220498,0.0205448313485387,0.0018142782204981,0.0130523612985476,0.0858037685681707,0.0858037685681707,0.142,0.008,0.138,0.007,0.0555445348145207,100.7,0
NGC5986,9,212,43.8444,0.144,0.005,0.138760695558851,0.0200272697784021,-0.0052393044411493,-0.0363840586190924,-0.253817862109909,-0.253817862109909,0.148,0.008,0.141,0.007,0.0923575602629657,100.7,0
NGC5986,10,212,48.1075,0.137,0.005,0.136379062910016,0.0192300726781039,-0.0006209370899838,-0.0045323875181304,-0.0312508185845813,-0.0312508185845813,0.138,0.007,0.136,0.007,0.0287754673387943,100.7,0
NGC5986,11,212,52.3382,0.135,0.005,0.134048009299404,0.0188564497075108,-0.0009519907005955,-0.0070517829673745,-0.0487997825696851,-0.0487997825696851,0.137,0.007,0.134,0.007,0.0433161063455699,100.7,0
NGC5986,12,212,56.9775,0.129,0.005,0.131716975134286,0.0186079099097492,0.002716975134286,0.0210618227464034,0.14100999947367,0.14100999947367,0.132,0.007,0.128,0.007,0.0596877869605144,100.7,0
NGC5986,13,212,61.3908,0.137,0.005,0.129197290153399,0.0184219228924968,-0.0078027098466012,-0.0569540864715422,-0.408766968422472,-0.408766968422472,0.141,0.007,0.133,0.007,0.110256023338866,100.7,0
NGC5986,14,212,66.6145,0.125,0.005,0.126701171677893,0.0178162626401503,0.0017011716778932,0.0136093734231457,0.0919325021116763,0.0919325021116763,0.129,0.007,0.119,0.007,0.149029505438375,100.7,0
NGC5986,15,212,71.3306,0.124,0.005,0.12474836462871,0.0170431921291095,0.0007483646287101,0.00603519861863,0.0421341217319966,0.0421341217319966,0.132,0.007,0.115,0.006,0.240989439853076,100.7,0
NGC5986,16,212,77.2644,0.126,0.005,0.122057785680949,0.0160702962400936,-0.0039422143190507,-0.0312874152305616,-0.234235050368419,-0.234235050368419,0.134,0.007,0.116,0.006,0.250612608598797,100.7,0
NGC5986,17,212,87.9152,0.117,0.005,0.117895770616432,0.0141530321825299,0.0008957706164318,0.007656159114802,0.0596771669560935,0.0596771669560935,0.112,0.006,0.121,0.007,-0.167171556122449,100.7,0
NGC6093,1,100,7.5567,0.224,0.013,0.204693333674862,0.042053789462548,-0.0193066663251382,-0.0861904746657955,-0.438615584200043,-0.438615584200043,0.236,0.019,0.218,0.018,0.146725079000287,101.1,0
NGC6093,2,193,13.3725,0.244,0.01,0.199427358815342,0.038105069889894,-0.0445726411846583,-0.182674758953518,-1.13141783737649,-1.13141783737649,0.242,0.014,0.244,0.014,-0.0165972269653711,101.1,0
NGC6093,3,193,17.6796,0.234,0.009,0.195385858991728,0.0353102828305957,-0.0386141410082717,-0.165017696616546,-1.05968653843239,-1.05968653843239,0.238,0.013,0.229,0.013,0.074200268342631,101.1,0
NGC6093,4,149,21.6213,0.214,0.01,0.191548124053445,0.0326903087624911,-0.0224518759465551,-0.104915308161472,-0.656763840916965,-0.656763840916965,0.195,0.013,0.224,0.014,-0.319552925706772,101.1,0
NGC6093,5,149,24.807,0.218,0.01,0.188489909000032,0.0307475432343256,-0.0295100909999676,-0.135367389908108,-0.912697644682064,-0.912697644682064,0.216,0.014,0.218,0.014,-0.0186042524005487,101.1,0
NGC6093,6,149,28.0123,0.2,0.009,0.185505967783214,0.0291879224062364,-0.0144940322167862,-0.0724701610839311,-0.47452988899309,-0.47452988899309,0.203,0.013,0.196,0.013,0.0677764565992864,101.1,0
NGC6093,7,148,31.6045,0.189,0.009,0.182169599879088,0.0272459937075779,-0.0068304001209119,-0.0361396831794281,-0.238043012089874,-0.238043012089874,0.187,0.013,0.194,0.013,-0.0762675512596873,101.1,0
NGC6093,8,148,35.2995,0.204,0.009,0.178853627487659,0.0253655274238259,-0.0251463725123405,-0.123266531923238,-0.934293079460206,-0.934293079460206,0.219,0.014,0.189,0.012,0.255207355976731,101.1,0
NGC6093,9,148,39.8243,0.199,0.009,0.174866312438488,0.0234132901549773,-0.0241336875615124,-0.121274811866896,-0.962133834581315,-0.962133834581315,0.202,0.013,0.199,0.013,0.0294824036859133,101.1,0
NGC6093,10,148,44.9744,0.207,0.009,0.170175350686498,0.0216508040528107,-0.0368246493135022,-0.177896856586967,-1.57055485934598,-1.57055485934598,0.221,0.014,0.186,0.013,0.291660694907967,101.1,0
NGC6093,11,148,49.5169,0.175,0.008,0.166096206915418,0.0202374933994638,-0.0089037930845823,-0.0508788176261848,-0.409156376017517,-0.409156376017517,0.169,0.011,0.18,0.012,-0.134414061132313,101.1,0
NGC6093,12,148,58.8584,0.156,0.007,0.158561405138212,0.0177157326798393,0.0025614051382124,0.0164192637064903,0.134467211146297,0.134467211146297,0.159,0.011,0.148,0.01,0.133578576796804,101.1,0
NGC6093,13,148,73.9453,0.154,0.007,0.1481185626368,0.0153575083337181,-0.0058814373631999,-0.0381911517090906,-0.34847612587161,-0.34847612587161,0.161,0.01,0.146,0.01,0.177655183056209,101.1,0
NGC6101,1,66,14.463,0.051,0.004,0.0683478059815188,0.0069915680716309,0.0173478059815188,0.340153058461152,2.1536858831277,1.15359543172581,0.052,0.005,0.052,0.005,0.0,65.81,0
NGC6101,2,119,30.0011,0.055,0.003,0.0671016937352599,0.0057462612291969,0.0121016937352599,0.220030795186544,1.86689814429523,0.852202329652927,0.057,0.004,0.053,0.004,0.135426285010773,65.81,0
NGC6101,3,119,44.4626,0.052,0.003,0.0655463666729191,0.0048635173760089,0.0135463666729191,0.260507051402291,2.37058730466197,0.979339344676357,0.053,0.004,0.051,0.004,0.0740477038091849,65.81,0
NGC6101,4,118,55.491,0.05,0.003,0.0641620779485966,0.0044189847186277,0.0141620779485966,0.283241558971933,2.65152476117412,1.03624625132289,0.051,0.004,0.048,0.003,0.114186851211073,65.81,0
NGC6101,5,118,67.3253,0.047,0.002,0.0625068216753515,0.0041622665852654,0.0155068216753515,0.329932376071308,3.35802356615674,1.15790208257447,0.045,0.003,0.046,0.003,-0.0449382716049382,65.81,0
NGC6101,6,118,78.9394,0.051,0.003,0.0606903029746182,0.0041097406285957,0.0096903029746181,0.190005940678787,1.90445887402866,0.714628796917386,0.054,0.004,0.048,0.003,0.209876543209876,65.81,0
NGC6101,7,118,88.7529,0.047,0.002,0.0592000953929487,0.0041058358551895,0.0122000953929487,0.259576497722313,2.67133319058679,0.912296417264506,0.047,0.003,0.048,0.003,-0.0430058850158443,65.81,0
NGC6101,8,118,106.348,0.05,0.003,0.0561328599345835,0.0039340690900435,0.0061328599345835,0.122657198691671,1.23960934872968,0.454207071826099,0.05,0.004,0.051,0.004,-0.0403999999999995,65.81,0
NGC6121,2,110,29.6449,0.556,0.028,0.523662419761343,0.0277749304101637,-0.0323375802386566,-0.0581611155371522,-0.819935979639615,-0.608832960397803,0.577,0.041,0.538,0.037,0.130613434095558,20.47,0
NGC6121,3,110,46.101,0.562,0.028,0.521076908920444,0.025473982174559,-0.0409230910795565,-0.0728168880419155,-1.08107764534176,-0.818860814653622,0.635,0.044,0.483,0.035,0.421442122884246,20.47,0
NGC6121,4,110,62.5542,0.546,0.027,0.518304201324822,0.0231058629591594,-0.0276957986751785,-0.0507249059984953,-0.779350279654231,-0.598867729796525,0.498,0.036,0.592,0.041,-0.413138497766165,20.47,0
NGC6121,5,110,79.6761,0.543,0.027,0.515186461412465,0.0205960529704595,-0.0278135385875348,-0.0512219863490511,-0.81903869222023,-0.646800898643654,0.564,0.04,0.535,0.038,0.100193023489764,20.47,0
NGC6121,6,109,106.7347,0.568,0.028,0.509968856703261,0.0167173744780795,-0.0580311432967392,-0.102167505804118,-1.77950159190553,-1.48750033088649,0.558,0.04,0.583,0.043,-0.0916130316928092,20.47,0
NGC6144,1,62,14.3554,0.098,0.008,0.0978347551451084,0.0133476282629209,-0.0001652448548916,-0.0016861719886903,-0.0106188497821476,-0.0095354913772209,0.101,0.012,0.099,0.011,0.0392118419762769,100.3,0
NGC6144,2,132,29.6258,0.103,0.005,0.0937373338363189,0.0112280512109552,-0.009262666163681,-0.0899287977056413,-0.753612584505533,-0.667743886053596,0.092,0.008,0.111,0.008,-0.455694706994329,100.3,0
NGC6144,3,132,45.6552,0.092,0.005,0.0891003064750298,0.0100865250048035,-0.0028996935249702,-0.0315184078801113,-0.25757202769858,-0.229067068343789,0.089,0.007,0.094,0.007,-0.11551571771241,100.3,0
NGC6144,4,131,61.0403,0.099,0.005,0.0843250538637322,0.0090606328374839,-0.0146749461362678,-0.14823177915422,-1.41805077508922,-1.26646977930466,0.105,0.008,0.089,0.007,0.281541950113379,100.3,0
NGC6144,5,131,78.4436,0.093,0.005,0.0785753778757185,0.007955380298969,-0.0144246221242815,-0.155103463701951,-1.53515919909358,-1.37914467969486,0.101,0.008,0.083,0.007,0.324674051563572,100.3,0
NGC6171,1,42,7.0431,0.131,0.011,0.147547432010905,0.018185018815924,0.0165474320109048,0.126316274892403,0.778588540488166,0.778588540488166,0.141,0.017,0.116,0.014,0.323172878627835,111.15,0
NGC6171,2,200,21.4418,0.144,0.005,0.143313342797592,0.0145125603560185,-0.0006866572024075,-0.0047684527944968,-0.0447341363871355,-0.0447341363871355,0.145,0.008,0.141,0.008,0.0544114149821642,111.15,0
NGC6171,3,200,36.5815,0.134,0.005,0.138704071552809,0.0116467975799919,0.0047040715528086,0.0351050115881244,0.371138835696118,0.371138835696118,0.136,0.007,0.132,0.007,0.0579584775086505,111.15,0
NGC6171,4,199,50.4742,0.131,0.005,0.133550510736742,0.0098165200770833,0.0025505107367422,0.0194695476087197,0.231516578931674,0.231516578931674,0.126,0.007,0.137,0.007,-0.182224741748551,111.15,0
NGC6171,5,199,63.3057,0.135,0.005,0.129150202605717,0.0089725053391481,-0.0058497973942834,-0.0433318325502478,-0.569511568204569,-0.569511568204569,0.133,0.007,0.136,0.007,-0.0456215727288145,111.15,0
NGC6171,6,199,81.74,0.13,0.005,0.124516038556973,0.0084536986909776,-0.0054839614430274,-0.0421843187925191,-0.558353778974252,-0.558353778974252,0.125,0.007,0.135,0.007,-0.1664,111.15,0
NGC6205,3,257,20.1195,0.253,0.008,0.211649220906793,0.0253115796492013,-0.0413507790932069,-0.163441814597656,-1.55771835194695,-1.17826558264026,0.236,0.011,0.268,0.012,-0.289571962079862,187.85,0
NGC6205,4,257,25.2153,0.244,0.008,0.210852870955983,0.0244774478602341,-0.033147129044017,-0.13584888952466,-1.2871866318391,-0.974939769682744,0.247,0.011,0.243,0.011,0.0321264075792097,187.85,0
NGC6205,5,257,29.2729,0.249,0.008,0.210326543971986,0.0239261499436628,-0.0386734560280142,-0.155315084449856,-1.5329472294857,-1.1621935587428,0.244,0.011,0.255,0.011,-0.092196318194034,187.85,0
NGC6205,6,257,33.5803,0.25,0.008,0.209577111635462,0.0230948946480925,-0.0404228883645382,-0.161691553458153,-1.65388049825758,-1.2558329387209,0.266,0.012,0.229,0.01,0.258847306235514,187.85,0
NGC6205,7,257,37.2546,0.254,0.008,0.208966592019098,0.0224127977528806,-0.0450334079809021,-0.177296881814575,-1.89233789762572,-1.43890450134175,0.258,0.012,0.248,0.011,0.0760170662820744,187.85,0
NGC6205,8,257,41.1668,0.247,0.008,0.208379468531951,0.0217568399475044,-0.0386205314680493,-0.156358426996151,-1.66604046017992,-1.26867083570499,0.261,0.012,0.233,0.011,0.203050454338603,187.85,0
NGC6205,9,257,45.0742,0.24,0.008,0.207841419374111,0.021157846026361,-0.0321585806258891,-0.133994085941204,-1.42170174012902,-1.08415779236198,0.235,0.011,0.246,0.011,-0.0958080579447715,187.85,0
NGC6205,10,257,48.6752,0.228,0.007,0.207161212645083,0.0204975432255782,-0.0208387873549173,-0.0913981901531459,-0.962092694099627,-0.730075383463974,0.209,0.009,0.245,0.011,-0.374167258075593,187.85,0
NGC6205,11,256,52.6228,0.222,0.007,0.206471092282443,0.0198276168798344,-0.0155289077175568,-0.0699500347637695,-0.738522549623349,-0.561270062327587,0.214,0.01,0.231,0.01,-0.165189099484671,187.85,0
NGC6205,12,256,56.2408,0.227,0.007,0.205882630288183,0.0192563742172995,-0.0211173697118169,-0.0930280604044798,-1.03065780178904,-0.784388981632205,0.225,0.01,0.229,0.01,-0.0358716049382715,187.85,0
NGC6205,13,256,59.8035,0.228,0.007,0.205339048968643,0.0187286989497251,-0.0226609510313574,-0.0993901361024447,-1.1333817155978,-0.863772635117472,0.211,0.009,0.244,0.011,-0.337256575548617,187.85,0
NGC6205,14,256,63.0842,0.22,0.007,0.204700580603198,0.0181473502526261,-0.0152994193968022,-0.0695428154400098,-0.786577775207346,-0.600463514856937,0.224,0.01,0.218,0.01,0.0528539540816328,187.85,0
NGC6205,15,256,67.1827,0.219,0.007,0.20393527185515,0.0174527049182847,-0.0150647281448502,-0.0687887129901835,-0.801137514906211,-0.612910221933894,0.226,0.01,0.214,0.01,0.103375362205341,187.85,0
NGC6205,16,256,71.1207,0.222,0.007,0.203242703379453,0.0168240835134184,-0.0187572966205466,-0.0844923271195794,-1.02936321373332,-0.789224418598497,0.234,0.011,0.211,0.01,0.186920154868873,187.85,0
NGC6205,17,256,75.3678,0.225,0.007,0.202525926793573,0.0161774884652982,-0.0224740732064274,-0.0998847698063438,-1.2749800340468,-0.979945464197941,0.23,0.01,0.22,0.01,0.0850661625708885,187.85,0
NGC6205,18,256,79.9123,0.224,0.007,0.201675571359617,0.0154534981609726,-0.0223244286403834,-0.0996626278588545,-1.31591232950211,-1.01450329603921,0.231,0.01,0.218,0.01,0.109387005490902,187.85,0
NGC6205,19,256,84.6859,0.221,0.007,0.200832918124557,0.0147360654878454,-0.0201670818754426,-0.0912537641422744,-1.23617085345928,-0.956270520589509,0.228,0.01,0.215,0.01,0.110784087411511,187.85,0
NGC6205,20,256,90.393,0.219,0.007,0.199869828659798,0.0139242274900383,-0.0191301713402016,-0.0873523805488657,-1.22749379977766,-0.953706648297973,0.219,0.01,0.217,0.01,0.018181439085924,187.85,0
NGC6205,21,256,100.1628,0.208,0.007,0.19800500012182,0.0125281027331153,-0.0099949998781802,-0.0480528840297129,-0.69646348935833,-0.546046471967837,0.227,0.011,0.186,0.009,0.328611073376157,187.85,0
NGC6218,1,76,10.4237,0.174,0.01,0.212399147999314,0.0273710752303742,0.0383991479993138,0.220684758616746,1.31771895819949,1.118405033098,0.184,0.015,0.164,0.014,0.205576559546314,132.5,0
NGC6218,2,126,20.1979,0.191,0.009,0.208622976995854,0.0249540740551966,0.0176229769958539,0.0922668952662506,0.664329755997639,0.563608161122224,0.184,0.012,0.195,0.013,-0.123139177693762,132.5,0
NGC6218,3,126,28.9344,0.184,0.009,0.205186014351866,0.0227381936884845,0.021186014351866,0.115141382347098,0.866342117102337,0.737371492432788,0.183,0.012,0.187,0.012,-0.044193615814148,132.5,0
NGC6218,4,126,36.5884,0.188,0.009,0.202208927253059,0.0207830229958938,0.0142089272530587,0.0755794002822271,0.62737979516601,0.535905549076883,0.186,0.012,0.19,0.013,-0.0434732338998727,132.5,0
NGC6218,5,126,44.3255,0.201,0.009,0.199001514113522,0.0186948947418238,-0.0019984858864781,-0.009942715853125,-0.0963196657869368,-0.0826782094496489,0.19,0.013,0.213,0.014,-0.256759002770083,132.5,0
NGC6218,6,126,52.3702,0.173,0.008,0.19584480006115,0.0166121141337762,0.0228448000611504,0.132050867405494,1.23900186204921,1.06354352128602,0.18,0.012,0.169,0.011,0.118487654320988,132.5,0
NGC6218,7,126,58.6902,0.185,0.008,0.193332345288553,0.0152595114156441,0.008332345288553,0.0450397042624488,0.483611662191619,0.416978173637809,0.187,0.012,0.186,0.012,0.0106665904086476,132.5,0
NGC6218,8,125,66.829,0.159,0.007,0.190190345054601,0.0136424863696335,0.0311903450546005,0.196165692167299,2.03412558496454,1.75179914888249,0.164,0.011,0.156,0.01,0.0951814396192744,132.5,0
NGC6218,9,125,74.563,0.163,0.007,0.187248330624229,0.0121567959610873,0.0242483306242286,0.148762764565819,1.7285537285839,1.49859813382494,0.176,0.012,0.15,0.01,0.273631198347107,132.5,0
NGC6218,10,125,82.1294,0.177,0.008,0.184356289111152,0.0108091302353732,0.0073562891111519,0.0415609554302371,0.547034587427715,0.482708494987669,0.171,0.011,0.186,0.012,-0.183133271775931,132.5,0
NGC6218,11,125,92.7132,0.169,0.008,0.180484939388473,0.0090752037568265,0.0114849393884733,0.06795822123357,0.949332854618779,0.849926523945621,0.174,0.012,0.165,0.011,0.10077288941736,132.5,0
NGC6254,2,117,18.1139,0.24,0.012,0.224889053644248,0.0208473741011659,-0.0151109463557521,-0.0629622764823006,-0.628199473039217,-0.501745908983008,0.235,0.016,0.251,0.017,-0.140805794477139,87.405,0
NGC6254,3,117,23.6072,0.253,0.012,0.224267712033932,0.0200831162778988,-0.0287322879660682,-0.113566355597108,-1.22813176747648,-0.984294799502843,0.255,0.017,0.251,0.017,0.0311264898116109,87.405,0
NGC6254,4,117,28.5914,0.256,0.012,0.223520097688949,0.0192070082004222,-0.032479902311051,-0.126874618402543,-1.43414969562023,-1.15436639693071,0.244,0.017,0.27,0.018,-0.224469228701962,87.405,0
NGC6254,5,117,34.2028,0.255,0.012,0.222794389647474,0.0183588755989658,-0.0322056103525264,-0.126296511186378,-1.46837569094229,-1.18733199346328,0.245,0.016,0.269,0.018,-0.205514369012912,87.405,0
NGC6254,6,117,39.4495,0.24,0.011,0.222028785973356,0.0175104163374528,-0.0179712140266441,-0.0748800584443504,-0.86906270542023,-0.699899603391876,0.213,0.015,0.264,0.018,-0.53620313429875,87.405,0
NGC6254,7,117,44.5144,0.261,0.012,0.221291893763985,0.0167103319471646,-0.0397081062360148,-0.152138338069022,-1.93013767593425,-1.57672154341348,0.26,0.017,0.259,0.017,0.0076775147928994,87.405,0
NGC6254,8,116,49.2599,0.245,0.012,0.220616714350654,0.0160011719695968,-0.0243832856493456,-0.0995236148952883,-1.21910713145408,-1.00087473550354,0.241,0.017,0.247,0.017,-0.0504123551591744,87.405,0
NGC6254,9,116,53.8286,0.227,0.011,0.219879805753052,0.0152829444421604,-0.0071201942469478,-0.0313664944799463,-0.378130608572622,-0.308973090639864,0.22,0.015,0.233,0.016,-0.121673553719008,87.405,0
